,CVE_ENT,CVE_MUN,POB_SENIOR,POB_SENIOR_PER
0,01,008,956.0,0.10008375209380234
1,01,009,2158.0,0.09597509450744941
2,01,007,5264.0,0.09175687217835417
3,01,006,4481.0,0.09404776896276708
4,01,005,9815.0,0.07554125714813476
5,01,004,1613.0,0.09488235294117647
6,01,003,7829.0,0.13440343347639486
7,01,002,4697.0,0.09114017385904999
8,01,001,102987.0,0.10852274523440711
9,01,010,1988.0,0.09533400469956362
10,01,011,3588.0,0.05787376808555253
11,02,004,169282.0,0.08805200249879976
12,02,003,11535.0,0.10637218738472888
13,02,002,122934.0,0.11710319758580748
14,02,006,7796.0,0.06631056069678824
15,02,001,53463.0,0.12046452624676943
16,02,005,14292.0,0.11263298920324691
17,03,008,19895.0,0.05666299261487108
18,03,001,9649.0,0.13214006929513428
19,03,003,37267.0,0.12752146344968707
20,03,009,2056.0,0.11389319742964768
21,03,002,6741.0,0.10529193089875355
22,04,011,4804.0,0.10240231918657941
23,04,003,23814.0,0.09569812533906649
24,04,004,8353.0,0.10685685045413841
25,04,002,37321.0,0.1269089388153443
26,04,012,1977.0,0.12924102765248088
27,04,006,4331.0,0.1027764594209777
28,04,007,1164.0,0.13405505009789243
29,04,008,1273.0,0.1111596227733147
30,04,009,5915.0,0.09871001118101563
31,04,005,3659.0,0.1146411003540433
32,04,010,2560.0,0.08072144794097244
33,04,001,7445.0,0.12569219340896812
34,05,010,9286.0,0.11268186727177856
35,05,008,433.0,0.14210699048244174
36,05,037,785.0,0.1268584356819651
37,05,031,3406.0,0.13756613756613756
38,05,038,1818.0,0.13840883136657783
39,05,013,201.0,0.11585014409221903
40,05,018,30877.0,0.12976200982555233
41,05,030,89453.0,0.10165598812670605
42,05,028,8148.0,0.12571939948465538
43,05,001,230.0,0.22504892367906065
44,05,023,1187.0,0.12310723916199959
45,05,022,3208.0,0.09683358990612455
46,05,012,286.0,0.17407181984175288
47,05,009,6522.0,0.11047683577538749
48,05,005,299.0,0.1819841752891053
49,05,004,3332.0,0.11265129488133072
50,05,002,11800.0,0.07236688785585497
51,05,034,563.0,0.08348161328588374
52,05,003,2770.0,0.12014226231783484
53,05,035,87543.0,0.12144446540740905
54,05,014,1163.0,0.12239528520311513
55,05,027,7422.0,0.06071513297284916
56,05,026,499.0,0.15405989502933004
57,05,007,1668.0,0.13118364136846244
58,05,024,5952.0,0.1338370210469509
59,05,032,6927.0,0.1639138665404638
60,05,029,328.0,0.13273978146499393
61,05,033,12742.0,0.1261072238002395
62,05,025,17040.0,0.09663863163327227
63,05,006,3416.0,0.11727547377094205
64,05,021,922.0,0.14100015292858234
65,05,011,1781.0,0.14968902336527148
66,05,036,2569.0,0.12652056143806945
67,05,016,343.0,0.19444444444444445
68,05,019,1017.0,0.1282795156407669
69,05,020,9377.0,0.13091432001898726
70,05,015,225.0,0.14204545454545456
71,05,017,12999.0,0.1098473005061815
72,06,007,20091.0,0.10517141196978501
73,06,004,2980.0,0.14301482939002735
74,06,009,13133.0,0.11291861914793001
75,06,005,4849.0,0.15508363450283047
76,06,008,1184.0,0.11572671293128726
77,06,002,25213.0,0.16054327339412156
78,06,010,15979.0,0.1066959575860365
79,06,001,3966.0,0.1435604141026569
80,06,003,3253.0,0.15017773879322285
81,06,006,909.0,0.16165747821447626
82,07,078,16605.0,0.0769198699241224
83,07,085,946.0,0.08686868686868687
84,07,017,9942.0,0.1128413501918144
85,07,088,242.0,0.1048526863084922
86,07,067,1030.0,0.08397195499755422
87,07,086,2420.0,0.0944316541148008
88,07,018,978.0,0.09878787878787879
89,07,080,2351.0,0.09064271118479392
90,07,091,1263.0,0.09292230723955268
91,07,093,2916.0,0.060545658402890244
92,07,098,583.0,0.08084870336985162
93,07,100,3373.0,0.08870479947403025
94,07,105,2179.0,0.13611944027986006
95,07,112,1787.0,0.04709075577105513
96,07,049,1553.0,0.049681691672798234
97,07,050,871.0,0.16647553516819572
98,07,051,5501.0,0.11924994580533275
99,07,072,1830.0,0.06174922391685787
100,07,110,626.0,0.08317831517406325
101,07,111,2995.0,0.06600841910387235
102,07,124,2220.0,0.09309347087683985
103,07,123,1316.0,0.12204395808216638
104,07,023,6657.0,0.06528582776780723
105,07,113,398.0,0.04693396226415095
106,07,115,908.0,0.061709936115264374
107,07,077,5663.0,0.08813870601235778
108,07,117,633.0,0.07524964336661912
109,07,118,339.0,0.0560608566231189
110,07,121,558.0,0.06400550584996559
111,07,070,1179.0,0.09614286879230205
112,07,063,373.0,0.09364800401707256
113,07,081,2963.0,0.05597430811372438
114,07,069,6939.0,0.13554587541265406
115,07,116,819.0,0.06352776915916848
116,07,090,533.0,0.11722014515064878
117,07,022,858.0,0.039151266255989046
118,07,062,1775.0,0.09610699009150468
119,07,119,208.0,0.04194394031054648
120,07,094,3513.0,0.07097113072991373
121,07,092,2460.0,0.1148137776533184
122,07,087,3620.0,0.08686888078325974
123,07,009,6068.0,0.14751428224140026
124,07,008,2768.0,0.08664350330234451
125,07,125,961.0,0.08248927038626609
126,07,114,1509.0,0.06393255094691352
127,07,089,37919.0,0.10720485374859347
128,07,084,856.0,0.09998831912159795
129,07,083,1974.0,0.10339409176618479
130,07,082,804.0,0.05181080036087125
131,07,074,4303.0,0.09598697271855272
132,07,068,3633.0,0.11381935524295873
133,07,073,819.0,0.07537272225289895
134,07,057,7378.0,0.09657320872274143
135,07,065,10571.0,0.07992288209276831
136,07,060,1089.0,0.07729982964224873
137,07,058,334.0,0.07009443861490032
138,07,059,13329.0,0.056801087526261285
139,07,037,4157.0,0.11441389370544684
140,07,035,1547.0,0.10627919758175323
141,07,056,572.0,0.0415848782260996
142,07,061,8417.0,0.08641949957390885
143,07,064,3574.0,0.06506225879268915
144,07,120,316.0,0.07323290845886443
145,07,101,65271.0,0.10803827545282853
146,07,099,8950.0,0.1076873097423927
147,07,122,2005.0,0.1286328350548534
148,07,097,11637.0,0.1266088583769434
149,07,096,6061.0,0.07258248009101251
150,07,001,1839.0,0.10220073357785929
151,07,002,2424.0,0.11440977958181904
152,07,003,3358.0,0.12483735454849623
153,07,004,2223.0,0.06147676991150443
154,07,005,1818.0,0.0741677545691906
155,07,006,3348.0,0.10549866078462265
156,07,007,844.0,0.07480280067357972
157,07,102,4878.0,0.1189060062402496
158,07,055,707.0,0.12031994554118448
159,07,054,3442.0,0.12184070796460177
160,07,053,1006.0,0.12732565498038223
161,07,052,10076.0,0.07144731150772547
162,07,048,2789.0,0.12789471270692898
163,07,047,1431.0,0.057317952415284784
164,07,103,3395.0,0.11203880931951686
165,07,104,1900.0,0.11473429951690821
166,07,106,6929.0,0.1029691493788266
167,07,010,741.0,0.10061099796334012
168,07,046,6155.0,0.1498916299344909
169,07,045,590.0,0.09388924252068746
170,07,044,2160.0,0.07448532708024415
171,07,011,2227.0,0.1104827107208414
172,07,012,5020.0,0.07767050377521971
173,07,013,2210.0,0.059308160910286345
174,07,014,1336.0,0.055040580068388745
175,07,015,5653.0,0.11280731162196679
176,07,016,2738.0,0.15540042000113513
177,07,019,16157.0,0.09722706976856142
178,07,020,5114.0,0.10244391025641025
179,07,021,2684.0,0.12094448449891852
180,07,043,1096.0,0.09999087674482256
181,07,042,964.0,0.08473235475081305
182,07,041,4105.0,0.08845267081816027
183,07,040,6170.0,0.11588595469741933
184,07,039,2100.0,0.07528770659305202
185,07,024,804.0,0.058780523468343324
186,07,025,799.0,0.10693254817987152
187,07,026,2248.0,0.04745519410609867
188,07,027,10411.0,0.092893151907205
189,07,028,704.0,0.11435997400909681
190,07,029,582.0,0.10773787486116253
191,07,030,3590.0,0.09759412804132118
192,07,031,7276.0,0.05300811586600807
193,07,038,2017.0,0.08779107725788901
194,07,036,740.0,0.09609141669912999
195,07,032,3653.0,0.11823537027446919
196,07,033,554.0,0.07646652864044168
197,07,034,7684.0,0.09498498090164036
198,07,075,2658.0,0.09219882756946131
199,07,076,2307.0,0.07718558667068152
200,07,107,7093.0,0.10805417180811358
201,07,108,12369.0,0.1129217791411043
202,07,109,3281.0,0.08144470646642671
203,07,066,1373.0,0.05202531165927778
204,07,071,3527.0,0.1164141664191174
205,07,079,3715.0,0.08889048405235327
206,08,018,984.0,0.19297901549323396
207,08,037,134989.0,0.08925187609507752
208,08,061,867.0,0.2539543057996485
209,08,062,4481.0,0.1500569285379412
210,08,041,203.0,0.15591397849462366
211,08,063,1081.0,0.2031954887218045
212,08,067,1055.0,0.22094240837696336
213,08,051,818.0,0.10065214716377507
214,08,050,8103.0,0.12323392088573905
215,08,031,5786.0,0.16310997096383165
216,08,060,1762.0,0.15213261958211016
217,08,057,572.0,0.2603550295857988
218,08,001,1403.0,0.09586607447898872
219,08,053,811.0,0.1586773625513598
220,08,007,1839.0,0.11186131386861314
221,08,055,2498.0,0.1489031950405341
222,08,004,1108.0,0.04551429510351627
223,08,025,1432.0,0.20390146660971095
224,08,023,618.0,0.0928485576923077
225,08,022,846.0,0.34446254071661236
226,08,021,19240.0,0.1278354351321542
227,08,020,794.0,0.12761170041787206
228,08,017,20497.0,0.1134700339906332
229,08,016,629.0,0.16981641468682504
230,08,044,787.0,0.18242929995363932
231,08,045,5918.0,0.13194212204311864
232,08,046,718.0,0.09881640517478668
233,08,047,575.0,0.12930065212502811
234,08,048,4403.0,0.19386227544910178
235,08,015,255.0,0.2073170731707317
236,08,013,1682.0,0.14236140499365213
237,08,012,1207.0,0.14877357327745594
238,08,011,6747.0,0.1363057839552314
239,08,010,3095.0,0.12308120575837111
240,08,009,2780.0,0.11905271722838422
241,08,008,1046.0,0.09281277728482698
242,08,049,482.0,0.17482771128037722
243,08,036,5211.0,0.12753616094373332
244,08,006,1250.0,0.2152574479076976
245,08,059,858.0,0.17146282973621102
246,08,052,3527.0,0.1437596804434662
247,08,029,4067.0,0.08051233321455438
248,08,002,3152.0,0.12101201673897186
249,08,054,1001.0,0.13008447043534763
250,08,056,482.0,0.23184223184223185
251,08,058,544.0,0.20178041543026706
252,08,065,1892.0,0.11101331925130552
253,08,066,847.0,0.13006756756756757
254,08,043,630.0,0.22975929978118162
255,08,014,429.0,0.21091445427728614
256,08,003,1633.0,0.19241192411924118
257,08,005,2658.0,0.10186640095044648
258,08,042,276.0,0.23429541595925296
259,08,040,4012.0,0.1595609290486796
260,08,039,763.0,0.18510431829209123
261,08,038,875.0,0.1757028112449799
262,08,035,1212.0,0.1101317582916856
263,08,034,1218.0,0.23441108545034642
264,08,033,199.0,0.24150485436893204
265,08,032,15553.0,0.13331676124187825
266,08,030,976.0,0.11908247925817472
267,08,028,604.0,0.14255369365116827
268,08,027,4618.0,0.09202869669190912
269,08,026,709.0,0.289624183006536
270,08,064,328.0,0.2265193370165746
271,08,024,809.0,0.21340015826958586
272,08,019,117377.0,0.1251789001294693
273,09,017,78964.0,0.17796549050718496
274,09,014,87344.0,0.20118253242520495
275,09,009,16437.0,0.10765301110128696
276,09,008,38073.0,0.15375451292696127
277,09,007,262064.0,0.14277635460036198
278,09,003,126592.0,0.20602590622136652
279,09,011,46196.0,0.11775291667622537
280,09,012,108894.0,0.15557885953983838
281,09,006,70907.0,0.175210961341257
282,09,013,60987.0,0.1379240939169294
283,09,010,122319.0,0.16112901887274628
284,09,015,93809.0,0.17184786511420008
285,09,005,203469.0,0.17340846856567216
286,09,004,25803.0,0.11853311650726275
287,09,016,71111.0,0.17157092190025816
288,09,002,78650.0,0.181973831862195
289,10,011,1030.0,0.21693344566133108
290,10,012,17792.0,0.10894417468297074
291,10,031,1153.0,0.17139884049353352
292,10,001,4589.0,0.14589559356520634
293,10,005,75853.0,0.11013987283231959
294,10,036,2834.0,0.13403963486733197
295,10,014,2964.0,0.06100899491591709
296,10,038,2954.0,0.1258306355426819
297,10,017,1686.0,0.21067099837560915
298,10,030,312.0,0.19105939987752601
299,10,033,1011.0,0.14616163076478242
300,10,021,1647.0,0.14813815434430652
301,10,024,1991.0,0.15532844437509752
302,10,037,909.0,0.09753218884120171
303,10,034,2294.0,0.08722433460076046
304,10,039,3391.0,0.12118937850684393
305,10,022,3593.0,0.14022557858174298
306,10,028,1874.0,0.155997669191709
307,10,023,4018.0,0.07837094540560573
308,10,025,738.0,0.2601339443073669
309,10,027,859.0,0.16358788802132926
310,10,035,1958.0,0.17208648268588503
311,10,010,784.0,0.2040072859744991
312,10,009,1341.0,0.13588002837166885
313,10,008,4854.0,0.1322796021256302
314,10,006,1528.0,0.15222155807929866
315,10,004,4387.0,0.12550421971105707
316,10,003,530.0,0.1297747306562194
317,10,032,5912.0,0.12014550775296198
318,10,007,39908.0,0.1070637156270959
319,10,015,2118.0,0.1642624476500698
320,10,002,429.0,0.09928257347836149
321,10,019,483.0,0.09809098294069862
322,10,026,1698.0,0.09796342237350718
323,10,013,2955.0,0.10972077825634932
324,10,016,2803.0,0.14706190975865688
325,10,018,1924.0,0.18528505392912173
326,10,020,2023.0,0.15984513274336284
327,10,029,351.0,0.16690442225392296
328,11,037,18264.0,0.0897246949242469
329,11,021,8019.0,0.16967478470620595
330,11,006,907.0,0.17126132930513596
331,11,029,4406.0,0.10732206362352024
332,11,020,165649.0,0.09623957495141514
333,11,001,11108.0,0.12068665797479357
334,11,019,7103.0,0.14344568532019306
335,11,030,11952.0,0.09977210688437554
336,11,007,60124.0,0.11536373038304273
337,11,036,1341.0,0.19973190348525469
338,11,018,5217.0,0.13452116961476973
339,11,045,1661.0,0.14906219151036526
340,11,015,20789.0,0.10688431876606684
341,11,038,1953.0,0.17277070063694266
342,11,012,4165.0,0.13497747674757754
343,11,003,20204.0,0.11570598173123729
344,11,034,726.0,0.12685654377074962
345,11,010,1531.0,0.13813949291708022
346,11,046,11210.0,0.16307589357152208
347,11,039,5905.0,0.16446177412616628
348,11,009,8351.0,0.10157390288994843
349,11,035,8734.0,0.1060723828030119
350,11,004,7224.0,0.11395759717314488
351,11,024,1742.0,0.14044989115536563
352,11,040,1890.0,0.09446693657219973
353,11,041,8604.0,0.13991608937457312
354,11,008,5644.0,0.13685741998060136
355,11,044,6475.0,0.09841771670897236
356,11,028,15847.0,0.16835943310031234
357,11,022,2789.0,0.10571201152257136
358,11,032,7449.0,0.08317514906541013
359,11,013,2606.0,0.09514421321650238
360,11,011,11900.0,0.12151784984886856
361,11,002,18338.0,0.16870750802690046
362,11,027,35783.0,0.13087335461950061
363,11,026,7132.0,0.10844509320925706
364,11,014,15765.0,0.09669524896036506
365,11,042,20185.0,0.13451824010023058
366,11,017,64480.0,0.10874386334161393
367,11,016,3005.0,0.14222832260507384
368,11,005,9749.0,0.08270064385874129
369,11,025,6832.0,0.08148660575845042
370,11,033,11854.0,0.09222319039024086
371,11,023,21087.0,0.13608027878162107
372,11,043,2620.0,0.12327671387568814
373,11,031,13055.0,0.09975472029708644
374,12,080,1244.0,0.1645720333377431
375,12,043,1672.0,0.08865793520335119
376,12,079,1390.0,0.075621565747239
377,12,012,6207.0,0.08979644980686602
378,12,013,2385.0,0.15795748062785614
379,12,018,2097.0,0.1449906658369633
380,12,007,4659.0,0.14004869690684463
381,12,006,1823.0,0.164056875449964
382,12,064,2226.0,0.19056587620922866
383,12,019,1589.0,0.10187203487626618
384,12,068,3973.0,0.15078371095677257
385,12,015,2214.0,0.1705438299183485
386,12,014,3067.0,0.19861416914907395
387,12,010,2485.0,0.0872205257800709
388,12,005,1014.0,0.129783693843594
389,12,011,9392.0,0.15477916941331576
390,12,048,5984.0,0.13422156427337775
391,12,053,7000.0,0.13965365892586384
392,12,054,2985.0,0.12365880939558391
393,12,047,980.0,0.13849632560768796
394,12,049,1722.0,0.13502705245824512
395,12,050,4685.0,0.12174523153682242
396,12,051,4381.0,0.12121295963257062
397,12,052,4399.0,0.09507240112383834
398,12,004,2421.0,0.11406360424028268
399,12,045,3234.0,0.1136890951276102
400,12,046,6625.0,0.09713079302710866
401,12,040,2898.0,0.10995181545699435
402,12,041,3046.0,0.10281856540084389
403,12,042,2116.0,0.11368398431203997
404,12,044,1699.0,0.1369940332204483
405,12,038,13319.0,0.10570551027372799
406,12,039,3777.0,0.14475146591039742
407,12,002,2994.0,0.11878595516762547
408,12,003,5132.0,0.1362900013278449
409,12,036,1254.0,0.10682340914899055
410,12,034,6329.0,0.17295657639439238
411,12,035,19975.0,0.12956224501047525
412,12,031,1073.0,0.17091430391844536
413,12,032,3295.0,0.08844687818757717
414,12,033,2293.0,0.1311184812442818
415,12,028,13492.0,0.10905093677761434
416,12,029,28130.0,0.099275111697735
417,12,008,1468.0,0.16048977806931233
418,12,009,692.0,0.1190844949234211
419,12,025,2170.0,0.12746710526315788
420,12,026,1579.0,0.19088491295938104
421,12,059,5329.0,0.17298578199052134
422,12,061,5450.0,0.1262421532973524
423,12,062,2200.0,0.09657170449058426
424,12,016,1854.0,0.14941972920696325
425,12,017,2424.0,0.15559406893895628
426,12,020,2013.0,0.09298780487804878
427,12,021,10656.0,0.14586070959264127
428,12,022,6162.0,0.15982777403122891
429,12,023,3749.0,0.14079693544146918
430,12,060,1838.0,0.13562573789846516
431,12,063,1091.0,0.10810543004359889
432,12,066,7880.0,0.08197659297789336
433,12,073,2745.0,0.15223781265598135
434,12,065,1071.0,0.1408839779005525
435,12,001,107218.0,0.13753550052208535
436,12,069,1540.0,0.12869797760320908
437,12,070,1390.0,0.17679979648944288
438,12,071,3014.0,0.10083302666354421
439,12,072,1031.0,0.08588803732089303
440,12,074,2843.0,0.1293625153569641
441,12,075,5772.0,0.10864736663780447
442,12,076,2432.0,0.06050202751449113
443,12,077,1883.0,0.13186274509803922
444,12,078,1924.0,0.09057953956970011
445,12,024,909.0,0.11544323088646177
446,12,027,3710.0,0.18064955933193746
447,12,037,1061.0,0.1728576083414793
448,12,055,14581.0,0.13809595969162577
449,12,056,5664.0,0.12296203026290081
450,12,057,10172.0,0.15592378558180173
451,12,058,8123.0,0.15093743612613114
452,12,030,2834.0,0.12737078651685393
453,12,081,1179.0,0.10095042383765733
454,12,067,3208.0,0.1444459453374758
455,13,030,11218.0,0.11371054392117907
456,13,008,6246.0,0.13380176088772733
457,13,065,1427.0,0.12126104690686608
458,13,009,2309.0,0.11640451703972575
459,13,010,3805.0,0.12069785884218874
460,13,025,4671.0,0.22594688724423162
461,13,036,1675.0,0.17726743570748227
462,13,066,1452.0,0.11141804788213629
463,13,071,1813.0,0.19953775038520802
464,13,060,2388.0,0.13643375421356338
465,13,059,4762.0,0.12528282031044463
466,13,058,2650.0,0.1519408290809013
467,13,037,3591.0,0.17130998950481824
468,13,038,1091.0,0.12288803784636179
469,13,026,1854.0,0.14522951590161365
470,13,050,3211.0,0.13582335772598453
471,13,027,3578.0,0.15661384925151012
472,13,070,2160.0,0.11328473278439188
473,13,031,2173.0,0.17681041497152156
474,13,057,1956.0,0.12917712323339056
475,13,016,7038.0,0.11648267986296156
476,13,015,2789.0,0.14353352889712315
477,13,014,3225.0,0.1996904024767802
478,13,013,4695.0,0.07515607491595966
479,13,056,4317.0,0.10912262076287253
480,13,019,2504.0,0.13242371357554603
481,13,032,1713.0,0.1627862776774684
482,13,041,5783.0,0.12246410571343865
483,13,079,1447.0,0.20627227369921597
484,13,080,3518.0,0.14257923320094026
485,13,069,13266.0,0.07882259272022911
486,13,074,3360.0,0.11737581219870048
487,13,042,1998.0,0.17256866470893073
488,13,040,1802.0,0.18352174355840717
489,13,039,1914.0,0.13362189332588661
490,13,044,3064.0,0.18078829360396506
491,13,005,2649.0,0.14036668079694786
492,13,004,1290.0,0.125084844371182
493,13,024,2271.0,0.12898279093542342
494,13,017,2177.0,0.16788771496876687
495,13,054,4991.0,0.13563974345037505
496,13,053,2683.0,0.1515904853381547
497,13,052,4653.0,0.11964207657298603
498,13,023,4966.0,0.13700066210549547
499,13,075,2175.0,0.10181630933433199
500,13,051,17477.0,0.08620017854588678
501,13,084,5503.0,0.13782653342349788
502,13,076,14708.0,0.12777676422806605
503,13,083,6496.0,0.11218181190204815
504,13,045,1184.0,0.1273803119956966
505,13,046,6142.0,0.1595656240257716
506,13,082,2657.0,0.1239099006668843
507,13,081,3862.0,0.10121871314375573
508,13,047,906.0,0.19081718618365628
509,13,068,2257.0,0.15739191073919107
510,13,022,2128.0,0.13067239791218913
511,13,021,2087.0,0.13752883031301483
512,13,055,2383.0,0.13001254842053575
513,13,048,42791.0,0.136133566208869
514,13,020,653.0,0.2518318549942152
515,13,018,3152.0,0.1376238920665415
516,13,067,6014.0,0.10907969673885443
517,13,049,2428.0,0.12968007263793196
518,13,077,19373.0,0.11506274908088782
519,13,064,1769.0,0.16334256694367497
520,13,034,1617.0,0.17067764407853073
521,13,006,3079.0,0.16068260098110845
522,13,001,2625.0,0.11788216274474582
523,13,011,3554.0,0.17938623056733294
524,13,012,4067.0,0.13495934959349593
525,13,061,8512.0,0.15133789670192907
526,13,007,1578.0,0.1257771401243424
527,13,073,4754.0,0.12602725200148454
528,13,002,4188.0,0.09091501139693911
529,13,003,7839.0,0.1285039834759516
530,13,062,3576.0,0.11448695373779415
531,13,063,9699.0,0.10711682459744218
532,13,078,2751.0,0.15065717415115004
533,13,028,16169.0,0.1275348829871984
534,13,072,1683.0,0.15144425447673895
535,13,043,1060.0,0.16919393455706305
536,13,035,1455.0,0.11125554366111026
537,13,033,584.0,0.20172711571675303
538,13,029,6597.0,0.13910384818133895
539,14,113,2306.0,0.13935218757553783
540,14,057,719.0,0.17540863625274458
541,14,056,344.0,0.18953168044077134
542,14,054,1275.0,0.23751862891207154
543,14,053,17780.0,0.10313045596654351
544,14,052,1019.0,0.18413444163353812
545,14,051,2249.0,0.07288932101766327
546,14,050,5762.0,0.1223224710752574
547,14,031,505.0,0.154434250764526
548,14,049,1218.0,0.12923076923076923
549,14,048,2722.0,0.14339900958803076
550,14,047,3063.0,0.1230416967944083
551,14,046,4038.0,0.12356937389069099
552,14,045,2992.0,0.146200830686538
553,14,044,5000.0,0.07356294781444482
554,14,042,1583.0,0.1580629056415377
555,14,041,1242.0,0.2097972972972973
556,14,040,1215.0,0.13914338066880438
557,14,039,238500.0,0.17212399567272335
558,14,038,816.0,0.19433198380566802
559,14,037,3742.0,0.1443672839506173
560,14,036,2850.0,0.1424216680825546
561,14,019,551.0,0.07823370722703393
562,14,001,2714.0,0.11710895361380798
563,14,004,888.0,0.15462301932787742
564,14,006,9624.0,0.15937468949756567
565,14,007,1445.0,0.15318562493374324
566,14,008,8599.0,0.1066754332642757
567,14,009,2192.0,0.10381245560028415
568,14,035,6677.0,0.1258884971436113
569,14,011,990.0,0.17681728880157171
570,14,016,4931.0,0.11867058144012321
571,14,018,9347.0,0.13758334927947952
572,14,020,1676.0,0.15319926873857403
573,14,021,3198.0,0.1556355849717734
574,14,022,4932.0,0.12287301626846708
575,14,023,14744.0,0.12805169314145265
576,14,024,4717.0,0.16117128506509037
577,14,026,995.0,0.15708872750236816
578,14,029,2787.0,0.1563973063973064
579,14,030,11106.0,0.20121023262555257
580,14,032,762.0,0.12736085575798095
581,14,033,3016.0,0.14208988975784415
582,14,034,492.0,0.24835941443715295
583,14,069,1662.0,0.21489526764934058
584,14,123,2453.0,0.1272368898801805
585,14,094,4638.0,0.10457015308998265
586,14,095,1546.0,0.1602570747382606
587,14,096,3284.0,0.14430090517620178
588,14,097,42070.0,0.05780831329440055
589,14,090,1394.0,0.19090660093125172
590,14,091,5618.0,0.14101759582318835
591,14,092,2191.0,0.19847812301838935
592,14,122,1137.0,0.15229038306991696
593,14,121,4524.0,0.13419155815264142
594,14,120,172228.0,0.11664683360751946
595,14,119,4444.0,0.14583880283538986
596,14,118,4181.0,0.18670179512369384
597,14,117,863.0,0.19667274384685507
598,14,116,2348.0,0.11688570290720829
599,14,093,16619.0,0.11065317264797922
600,14,098,66660.0,0.09701263376348186
601,14,099,1543.0,0.137534539620287
602,14,100,5084.0,0.1399933913426589
603,14,101,47246.0,0.0829003725129976
604,14,102,1119.0,0.18772018117765477
605,14,103,1257.0,0.16615994712491738
606,14,104,959.0,0.22942583732057417
607,14,105,3070.0,0.13023374199295804
608,14,065,2033.0,0.17855260846653787
609,14,017,2190.0,0.17003105590062112
610,14,124,7404.0,0.11424868067771503
611,14,012,800.0,0.19157088122605365
612,14,106,802.0,0.14629697190806276
613,14,107,1012.0,0.15099970158161743
614,14,108,5226.0,0.1392931392931393
615,14,109,2391.0,0.1253867533693429
616,14,110,2490.0,0.18044785854047396
617,14,111,929.0,0.14018409536743626
618,14,112,1149.0,0.18679889448870102
619,14,114,2839.0,0.14892724125268844
620,14,115,972.0,0.17592760180995476
621,14,075,632.0,0.166710630440517
